,uniform,onlystocks,vanillariskparity,sixtyforty,riskparity
1946-01-01,36800471.947841294,81398396.2536278,34089293.3043215,77284119.5728354,11879766.59579447
1947-01-01,42571868.48168638,89554628.09957443,37900947.43633057,81266160.4335629,13598910.356987048
1948-01-01,48971834.65447244,103012983.46124347,42744302.97852289,90736268.64717954,15145439.791907996
1949-01-01,52721116.47536764,139541202.83899844,46653763.88264585,113196989.73328412,15038580.372059127
1950-01-01,62442274.2501783,229624707.1157064,54332609.489032,157141917.7635489,16119212.013820412
1951-01-01,70627033.14296211,362577487.3803756,61518272.38150847,210363909.67210335,17023567.90538043
1952-01-01,77850636.87854277,498471566.17617226,67699678.88821949,259750717.05160004,18370648.285162143
1953-01-01,84714669.49438097,507702160.7007549,73607164.16869397,271702245.9597107,21059338.006139703
1954-01-01,109573907.8584455,1097062416.0059183,95156667.15217282,472081579.0635506,24942160.014063045
1955-01-01,127111046.57984404,1981867069.9046981,109681011.62653646,695666517.7902454,29470017.05917569
1956-01-01,127667430.42118369,2234933088.3966665,109273705.42934501,726625041.7781358,28190366.409741197
1957-01-01,135846634.30016348,1838403755.7225971,117183741.18109992,694147808.9835455,29668637.38703133
1958-01-01,156954585.22641766,3447677921.373581,134530577.42658216,1038585979.2709695,30529003.949146427
1959-01-01,163014911.9025762,4467303007.349638,138225852.85072836,1199040314.7540715,31103869.251909778
1960-01-01,182778292.33697337,4420528765.198493,160149824.77986288,1325291127.0499399,32519510.626225412
1961-01-01,212182391.44327313,7452559499.012328,186283943.10920838,1886638096.8683586,34321118.631212555
1962-01-01,219118482.62922782,6074535101.57988,194634754.40118167,1783980754.9413664,35556207.32922788
1963-01-01,243434284.61588633,9046868387.531586,216693488.74145073,2312730187.3558345,37279077.595195554
1964-01-01,272580681.0491032,12292293904.17534,243606393.8589797,2891104401.1948466,39118651.580485955
1965-01-01,290268232.3765697,15554958770.984247,258872536.3842372,3350440281.062847,40074701.13059623
1966-01-01,296486889.6013028,13105632975.420635,266838492.87739843,3158860547.7240705,40020654.90798518
1967-01-01,317294213.65848154,19111592900.655052,281330972.34582126,3914091043.1122236,41367802.41930042
1968-01-01,362110420.5143057,25261661084.177406,314982079.3453051,4691039426.483708,49407957.131172195
1969-01-01,348708630.1105578,19791779236.39694,289467442.55349094,3846432745.393548,57541575.03216167
1970-01-01,402926924.58215916,20705728633.832447,360596460.8280077,4565670073.920441,64777303.10766481
1971-01-01,514646861.33855987,26689341360.457027,459234478.6205076,5944678200.322103,82318765.59120041
1972-01-01,698794938.7333026,39497328953.295494,581195433.7400655,7826590816.104202,102743065.37612881
1973-01-01,933219007.1753275,27561765885.203518,691084051.9471152,6355991365.9454,126916573.86041866
1974-01-01,1372847485.1121376,15317917619.09628,881054745.1794367,4792124989.298435,213779485.70380124
1975-01-01,1786240118.6674592,29048787690.071213,1130673703.778728,7580243859.623563,286941209.3456844
1976-01-01,2164934052.1716213,43658617928.07739,1452801941.378393,11002300469.109127,360127233.45537114
1977-01-01,2395229750.694719,38632663240.32789,1527593878.5861206,10254714600.770267,429674868.25456434
1978-01-01,2879273258.433211,44930744266.37811,1703836261.916998,10992742794.430416,469375382.4025995
1979-01-01,4338410641.859618,62599307648.32314,2275696977.317759,13471014836.063856,659964551.790843
1980-01-01,8350101379.920301,105042294791.94629,3605053986.615228,18457367859.287964,1211294920.9414988
1981-01-01,8652331518.900097,100266476681.978,3672863456.8993883,17868028416.591152,1458632375.3121326
1982-01-01,12961030198.300468,139951818761.66473,6599624368.9708185,30803006692.980816,1675108940.9732418
1983-01-01,15042175116.536716,211767328587.01297,7460834938.4204235,40270832576.445786,1939517643.890853
1984-01-01,16661824390.474087,231878387441.8865,8710113676.230894,47594908416.68524,2209152302.8451085
1985-01-01,23870046819.198254,396727730323.174,13985888519.631052,83428495084.09172,3290529331.1100106
1986-01-01,32562873562.585896,609084837757.5808,20132704748.457867,129713872543.98761,4115040462.801173
1987-01-01,37188715155.989494,615028355741.104,21338740803.93393,126275004493.67632,4996405262.934845
1988-01-01,41553531809.82567,867566202058.8518,24325527992.546528,164233679631.4757,5886749085.657283
1989-01-01,55935349195.949684,1467510639297.2554,34326328727.900448,260958457346.79218,7492342381.654124
1990-01-01,62668099365.14017,1402900143895.359,38219741991.98995,266877935370.11407,8622032437.9903
1991-01-01,77134230684.74074,2083963933100.0273,50626233359.52793,390488058238.586,11402403887.708387
1992-01-01,85973511904.877,2771188465286.134,57632869067.11874,490223862981.85034,12566723225.16661
1993-01-01,102304909621.24164,3343598949394.8296,71159100557.56342,616651853841.7545,15132846722.815273
1994-01-01,98937659323.60458,3378275769665.3936,65908237762.50958,580204912040.1292,13209483188.165054
1995-01-01,149556521546.2409,6435070821830.811,106815866875.58496,1063555832017.6936,16262393778.390633
1996-01-01,175809156744.4163,9791457096287.996,121970212479.32642,1384528125323.587,19483262459.03803
1997-01-01,213369185782.0285,16943929539471.49,155221919498.55548,2152305174405.3113,23222943466.71301
1998-01-01,246768725520.36633,26614571707101.71,193231514749.9967,3152613522925.5054,28080063129.56198
1999-01-01,279183974721.5865,39254014486778.83,206684154714.90692,3830937500099.6543,31411381041.170975
2000-01-01,383985624042.1072,34903785879389.918,282015600976.16644,4257929800862.7793,37551152888.6958
2001-01-01,373176042329.4126,26542896208491.785,281471640743.5078,3804847323181.3125,44721985622.9474
2002-01-01,433854929251.3849,16958447883742.361,333551751542.6867,3525874402761.956,51203308104.14482
2003-01-01,544375284352.8715,25284513940007.832,399172336561.96344,4592695942690.041,58981414895.063
2004-01-01,688156755637.782,32153362605801.46,485568115054.152,5559665811519.894,74249741509.85117
2005-01-01,845281617727.8018,36876888768488.14,570403334192.8788,6285497523813.855,96273904492.08775
2006-01-01,1099170243428.8994,48091322890384.88,694005647488.1147,7473580302311.277,120419840177.19499
2007-01-01,1330126236994.1885,54434457287934.71,839751612197.6956,8687163070141.073,141277088886.32925
2008-01-01,1728571482416.4216,20399266300660.43,1085200317634.7783,7266357430032.528,164815379837.70056
2009-01-01,1765991827974.3657,33982158315170.504,1086421724334.6934,9483462952175.82,159078116893.2981
2010-01-01,2353535779458.423,44050654680959.125,1395729822961.4177,11918532619512.076,200342749721.79803
2011-01-01,3287802800361.469,46075868535696.44,1913120463639.4756,14530247727405.77,264632932139.04355
2011-01-01,3634340123400.095,62968148652998.484,2123636659707.398,18073864887134.07,291068656579.3383
2011-01-01,3940266119500.0254,105675652298187.55,2237484142350.155,23950293872331.62,335012084238.4575
2011-01-01,4851450628032.8125,141736217194983.38,2797716880796.9556,32631787977548.418,373434458908.1791
2011-01-01,4628882694350.433,147759897847200.1,2739092935622.6113,33380502671118.098,397123794501.8153
