,riskparity_nested,uniform
2020-04-13,111.41512052726748,105.85291015434265
2020-04-14,112.46386167335513,107.74734202384948
2020-04-15,111.2902560977936,105.60652588844299
2020-04-16,111.13737541770936,105.26863214683533
2020-04-17,112.1765060863495,107.27613922691346
2020-04-20,110.94503635215762,104.86716087913513
2020-04-21,110.10373625373842,103.50301649856567
2020-04-22,111.11575765419008,105.28264388084412
2020-04-23,110.64346767997743,104.33715077400207
2020-04-24,110.85274630165102,104.68515901756287
2020-04-27,111.42430885887148,105.68174507713317
2020-04-28,111.26210421180727,105.55893010139465
2020-04-29,111.37215768241884,105.46888560295105
2020-04-30,110.80038860130313,104.27002910041809
2020-05-01,109.92503197288515,102.7418996219635
2020-05-04,110.17214373588564,103.14189885520935
2020-05-05,110.5291539821625,103.74337063026428
2020-05-06,109.8880079097748,102.3070388469696
2020-05-07,109.95853119087221,102.3991793308258
2020-05-08,110.59248131370546,103.52882715797425
2020-05-11,109.55122705650331,102.62130328178405
2020-05-12,109.88674296379091,102.43057057380676
2020-05-13,110.39786849403383,102.63994127273561
2020-05-14,112.23571126747133,104.81347640609741
2020-05-15,112.32335109138491,104.98793815612795
2020-05-18,110.86804592323305,104.38773963546755
2020-05-19,111.41025866127016,104.64906819152834
2020-05-20,112.52493851280217,106.06747047615053
2020-05-21,111.55073747444156,104.66745183181764
2020-05-22,112.71698032951359,105.96211011314396
2020-05-26,111.16804373359683,104.47588305282596
2020-05-27,111.72919632911685,105.2025520591736
2020-05-28,111.77406107139589,105.58927495765688
2020-05-29,113.38329321098331,107.30096710014347
2020-06-01,113.3877178897858,107.59518225860597
2020-06-02,112.93283696556095,107.32304515266422
2020-06-03,110.96458147621159,105.7903869132996
2020-06-04,109.62527283668521,104.53635310363774
2020-06-05,108.68242381858829,104.32147894096379
2020-06-08,110.46872122764591,106.58369828987125
2020-06-09,110.22650111770633,105.88469399642948
2020-06-10,110.3314783611298,105.85818981742862
2020-06-11,109.8362150306702,104.58951903915408
2020-06-12,109.77719215011601,104.51614715576176
2020-06-15,109.83697781944278,104.64589677238467
2020-06-16,109.79213527107242,104.64448485374454
2020-06-17,109.81211597061161,104.63160842132572
2020-06-18,109.82414579772953,104.62698828506474
2020-06-19,109.52161591720585,103.83112529754642
2020-06-22,109.6925750370026,104.19285956001285
2020-06-23,109.60728024673466,103.94734484481815
2020-06-24,109.52976015663151,103.71290474510197
2020-06-25,109.31951607131961,103.26897266006473
2020-06-26,109.35821028709415,103.23283500862125
2020-06-29,109.5451502285004,103.67980485725407
2020-06-30,109.63901008415226,103.8610048694611
