,uniform,onlystocks,sixtyforty,riskparity
1982-09-22,-0.13121888776148682,-0.28972671979502906,0.0,-0.21664312047862977
1982-09-23,-0.14093401862417831,-0.2918451994438134,-0.012984536513859779,-0.21656997219624263
1982-09-24,-0.13336256883207653,-0.2975062967358264,-0.011273638823962373,-0.20888098679063005
1982-09-27,-0.1411359310288296,-0.2941443363203048,0.0,-0.21210534678768167
1982-09-28,-0.14707984261955354,-0.2985396292271064,-0.0028268649356664177,-0.217960304816727
1982-09-29,-0.1518486502977069,-0.31692174361963754,-0.014148566868478984,-0.22851523792736805
1982-09-30,-0.15167950863201385,-0.3305658020557476,-0.0047954208189050496,-0.2302449705645926
1982-10-01,-0.16932454520163165,-0.3133867140224421,-0.013219116612719128,-0.24468457659021414
1982-10-04,-0.1729305978059008,-0.31861984781071084,-0.013909840258501838,-0.2493099815127916
1982-10-05,-0.15792510355981537,-0.31340312796317005,0.0,-0.23888995670048496
1982-10-06,-0.08152520199145075,-0.26854318646322295,0.0,-0.19376623644976299
1982-10-07,-0.05154543433884751,-0.23573801086363666,0.0,-0.1671397265649296
1982-10-08,-0.019859182652176566,-0.20909861863914136,0.0,-0.14313542485816733
1982-10-11,0.0,-0.16788371885287656,0.0,-0.11618305616242597
1982-10-12,0.0,-0.1683210096555423,0.0,-0.10283996998299405
1982-10-13,-0.021695870720297328,-0.14030299103643895,0.0,-0.11464435946575757
1982-10-14,-0.02715069169199058,-0.1672843929076997,-0.03324607834311655,-0.12254425211369191
1982-10-15,-0.02693527493654868,-0.179725720167918,-0.029660310474134643,-0.12084859395138825
1982-10-18,-0.027201582952237957,-0.1409810868295458,-0.0004956586446958067,-0.11674450349343246
1982-10-19,-0.030309978430819173,-0.14293385773881873,-0.013939133379146651,-0.12094905970741698
1982-10-20,-0.03179688800535696,-0.10974525536535151,0.0,-0.11906267247346858
1982-10-21,-0.042095699955004395,-0.11198976980543807,-0.012047023316648864,-0.1267804550117635
1982-10-22,-0.0653427877953009,-0.11499750621672511,-0.032942627612976616,-0.14159042792295684
1982-10-25,-0.07983204369946595,-0.185313339217124,-0.07106606318435549,-0.15759516102983473
1982-10-26,-0.07833061423551613,-0.17120198708968049,-0.06060259822307168,-0.1546301644167195
1982-10-27,-0.06387392950898196,-0.16128433513770524,-0.043816505745055245,-0.14581216256407614
1982-10-28,-0.06512128395238592,-0.18242760027513105,-0.05057199502140508,-0.14941857453826168
1982-10-29,-0.04365815767209025,-0.18090131105692275,-0.032971558734856465,-0.13530971503484868
1982-11-01,-0.032775037725363276,-0.15952838824864668,-0.015826625330553457,-0.12571728035598373
1982-11-02,-0.016937531922615268,-0.1345318227641208,0.0,-0.11439420400538913
1982-11-03,0.0,-0.06687259800987677,0.0,-0.08801275084752913
1982-11-04,-0.01886097805336162,-0.08026969248517701,-0.017113940663431748,-0.10063283635803333
1982-11-05,-0.025220063134069992,-0.07632294603368683,-0.02213561736905023,-0.10230009615407576
1982-11-08,-0.028052837590049062,-0.09874634638786894,-0.023996427047495605,-0.1069498203313145
1982-11-09,-0.017640536148247787,-0.06570602261948211,0.0,-0.09622603325940349
1982-11-10,-0.022902512237882533,-0.09008024796945735,-0.01782435205016053,-0.10307383847437857
1982-11-11,-0.028180182973369106,-0.08254660785817514,-0.01919975690694742,-0.10271986085991791
1982-11-12,-0.047894163767081555,-0.11135511138671483,-0.04529425502837847,-0.11698066237831839
1982-11-15,-0.054409224065387174,-0.14326816067287895,-0.06809208600035543,-0.12509678050456918
1982-11-16,-0.05087110314155352,-0.1634669674808431,-0.07514197866040184,-0.12336352311215126
1982-11-17,-0.027462262892180678,-0.13252501299776687,-0.04224037216960208,-0.10838196137755007
1982-11-18,-0.023510934357309665,-0.127436922625225,-0.034710169083548514,-0.1041301747075638
1982-11-19,-0.02199941625387536,-0.14415665106933662,-0.0443206014972668,-0.10232818258522025
1982-11-22,-0.04065225860496835,-0.179200943134443,-0.07312035788925919,-0.11274520967409252
1982-11-23,-0.05549775397232115,-0.19504281035886173,-0.08757937184075726,-0.12168121856282088
1982-11-24,-0.0517070311990232,-0.18360177936189692,-0.07955159609892293,-0.11865815602663476
1982-11-25,-0.04079426388428342,-0.18360177936189692,-0.07409273233031477,-0.11182308789975337
1982-11-26,-0.05584900828044981,-0.17147130743519945,-0.08616125780015471,-0.12112521596918024
1982-11-29,-0.04206074752853983,-0.17989076549485705,-0.09249348623778575,-0.10717262127011784
1982-11-30,-0.021456673921748104,-0.1270367800595983,-0.052929574905101306,-0.09256675338452924
1982-12-01,-0.005436873598978931,-0.12471154876733792,-0.047114142446415874,-0.08054978979704641
1982-12-02,0.0,-0.12351905504121363,-0.029252392412355,-0.08253965769528404
1982-12-03,0.0,-0.12523017414156778,-0.029692441784813006,-0.08097591427448037
1982-12-06,0.0,-0.08644824658691663,-0.006477139714730629,-0.07911643800996782
1982-12-07,0.0,-0.07427801016520996,-0.008274843608354399,-0.06518204113235826
1982-12-08,-0.01420851424911218,-0.08602610637645824,-0.014748890808360282,-0.07968982400700042
1982-12-09,-0.026309289089671117,-0.10955587590573534,-0.035264210869674684,-0.08449879152584494
1982-12-10,-0.032011903348617254,-0.11509603331403329,-0.03555108521534933,-0.09209184497427714
1982-12-13,-0.016733998940960282,-0.11034808076331026,-0.018329323126095143,-0.08082280328496927
1982-12-14,-0.017249761532446062,-0.1428373239414259,-0.042087511527951205,-0.07928525185359425
1982-12-15,-0.04230621939282542,-0.16985381630233454,-0.06814333577300624,-0.0948144805231107
1982-12-16,-0.039330401760714895,-0.1691831655635484,-0.07146992753583148,-0.09125152957752569
1982-12-17,-0.03611934522079052,-0.14235498670481983,-0.05781933675670503,-0.0878371450866764
1982-12-20,-0.035984430813618906,-0.15789217972994596,-0.06545889211433975,-0.08532760839230313
1982-12-21,-0.030053415137288653,-0.1287881696103903,-0.0492379510248071,-0.08034242888552057
