,uniform,onlystocks,sixtyforty,riskparity,benchmark
2011-07-13,-0.011004553649623383,-0.46211865479128744,-0.030820349236003408,0.0,-0.08528841661300102
2011-07-14,-0.016263006364358068,-0.46936923894395766,-0.03852336500826714,-0.0008575342802393804,-0.09141721948012305
2011-07-15,-0.016013952158996037,-0.4635102718951366,-0.036396571387579124,0.0,-0.08636714189401407
2011-07-18,-0.009027589085442544,-0.47223832136884714,-0.03490147113049891,0.0,-0.09376250395807317
2011-07-19,-0.007017760964979525,-0.4550674485079289,-0.025371900140097492,0.0,-0.07898803913537467
2011-07-20,-0.01745216919431547,-0.4556848012620529,-0.033386969632533736,-0.009312256384022666,-0.07947423338954174
2011-07-21,-0.0021138709854863214,-0.44088484533461936,-0.010804002744411179,0.0,-0.06692654732972814
2011-07-22,-0.005526353474025747,-0.4398944200139766,-0.01743393636745172,-0.0017042540657919991,-0.06606438493237254
2011-07-25,-0.0007864523950097402,-0.44624603137507024,-0.017733789407768374,0.0,-0.07132294559702546
2011-07-26,-0.0013236802779578172,-0.4508308057134226,-0.023552858287000267,-0.002211339200756224,-0.07513100330429046
2011-07-27,-0.007065902184449135,-0.4731292952433068,-0.04446525550063596,-0.007013111527485183,-0.09386874062697181
2011-07-28,0.0,-0.4764774350376677,-0.02975974253219027,0.0,-0.09671248922242903
2011-07-29,0.0,-0.48326794653491667,-0.027975237236232964,0.0,-0.10253485194619483
2011-08-01,0.0,-0.4875806948034046,-0.010110545917967673,0.0,-0.10624485248486759
2011-08-02,0.0,-0.5138148335831434,-0.031320920075036396,-0.0016949476896014337,-0.12908481779483005
2011-08-03,0.0,-0.5086233742566142,-0.0006528063468014267,0.0,-0.12440242833923643
2011-08-04,-0.04332250725732778,-0.5556114434937865,-0.06810567895568653,-0.030917961742084277,-0.1662254232318573
2011-08-05,-0.0221750087519893,-0.556150916777611,-0.0399982763090202,-0.01887034423329237,-0.16669934803127118
2011-08-08,-0.028267526432750212,-0.6152050075899744,-0.08374357765472995,-0.021649287004563367,-0.22209149612822587
2011-08-09,-0.0023101716863888067,-0.5787299756046449,-0.03918736342311924,0.0,-0.1852001728018423
2011-08-10,-0.03699973501101639,-0.6156243601035911,-0.12083662909285309,-0.01848810006359136,-0.22084119664529533
2011-08-11,-0.009299739689766384,-0.5799250299074793,-0.0692714131528771,0.0,-0.18463632089513282
2011-08-12,-0.021793272081279902,-0.5755232154988446,-0.07232351573862517,-0.010046493072630058,-0.18033388943339423
2011-08-15,0.0,-0.5569996307589584,-0.035860892103616315,0.0,-0.16242145547903908
2011-08-16,0.0,-0.5655023373787544,-0.030500797442672978,0.0,-0.1704256581315471
2011-08-17,0.0,-0.5644698231088137,-0.014532784702317336,0.0,-0.16940828094147353
2011-08-18,-0.016912613359669648,-0.6032855585545414,-0.06034754833167777,-0.006677033529359,-0.20638130161866264
2011-08-19,-0.015040120696493076,-0.615226039645115,-0.07800303333235992,-0.002514390807678235,-0.21829161832985433
2011-08-22,-0.015172655616530029,-0.6150544791194357,-0.08721355021600163,0.0,-0.21808732490095029
2011-08-23,-0.016971613728626544,-0.5886792254945875,-0.06876695856900072,-0.001554694908143972,-0.19127585733451502
2011-08-24,-0.03482822257235463,-0.5778027997513303,-0.051405151687245354,-0.023354677850863537,-0.18055454227149814
2011-08-25,-0.040857029007511536,-0.5909613678941492,-0.06178611893666697,-0.02960114683633519,-0.19329021260719936
2011-08-26,-0.03083108174652638,-0.5784977617223157,-0.05585589547487457,-0.01849201491568797,-0.18097130903819947
2011-08-29,-0.0032265631681573925,-0.5545793040535595,-0.010328391886726074,-0.0048558587722409285,-0.15770634720504573
2011-08-30,0.0,-0.5523141140456318,-0.016674534538762553,0.0,-0.15553263733759992
2011-08-31,0.0,-0.547837914567999,-0.0009624086141455379,0.0,-0.15127928410346092
2011-09-01,0.0,-0.5585322792352675,0.0,0.0,-0.1612814822108668
2011-09-02,0.0,-0.5808512917337614,-0.02331190171394415,0.0,-0.1824463014660841
2011-09-05,0.0,-0.5808512917337614,-0.02331190171394415,0.0,-0.1824463014660841
2011-09-06,-0.017245225212536575,-0.5870978678869172,-0.04416932983401478,-0.007756806765915947,-0.18850562658955694
2011-09-07,-0.011528497536906546,-0.5632665917187056,-0.006278809284218756,-0.013657576422088646,-0.16506091064559203
2011-09-08,0.0,-0.5725475809843299,-0.009091429987950872,-0.0005435571758145574,-0.1738986464229162
